Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
213618132,Good Dirt,Charmaine Wilkerson,"Wilkerson, Charmaine",,"=""0593358368""","=""9780593358368""",0,4.00,Ballantine Books,Hardcover,368,2025,2025,,2025/12/02,to-read,to-read (#5282),to-read,,,,0,0
214152244,The Three Lives of Cate Kay,Kate Fagan,"Fagan, Kate",,"=""""","=""""",0,3.74,Atria Books,Hardcover,294,2025,2025,,2025/12/02,currently-reading,currently-reading (#5),currently-reading,,,,1,0
211642122,Immortal,Sue Lynn Tan,"Tan, Sue Lynn",,"=""0063267616""","=""9780063267619""",0,3.82,Harper Voyager,Hardcover,464,2025,2025,,2025/12/02,currently-reading,currently-reading (#4),currently-reading,,,,1,0
215805887,The Martha's Vineyard Beach and Book Club,Martha Hall Kelly,"Kelly, Martha Hall",,"=""0593354915""","=""9780593354919""",0,3.99,Ballantine Books,Hardcover,336,2025,2025,,2025/11/18,currently-reading,currently-reading (#3),currently-reading,,,,1,0
37504654,The Masterpiece,Fiona  Davis,"Davis, Fiona",,"=""1524742953""","=""9781524742959""",4,3.87,Dutton,Hardcover,368,2018,2018,2025/12/02,2018/07/12,,,read,,,,1,0
240019702,You Won't Forget Me,Mazey Eddings,"Eddings, Mazey",,"=""1250343844""","=""9781250343840""",0,4.00,St. Martin's Griffin,Paperback,336,2026,,,2025/12/02,to-read,to-read (#5281),to-read,,,,0,0
227828288,The World at Home,Ginny Kubitz Moyer,"Moyer, Ginny Kubitz",,"=""""","=""9798896360186""",0,4.53,She Writes Press,Paperback,344,2025,,,2025/12/01,to-read,to-read (#5280),to-read,,,,0,0
211003830,The Queens of Crime,Marie Benedict,"Benedict, Marie",,"=""1250280753""","=""9781250280756""",0,3.81,St. Martin's Press,Hardcover,310,2025,2025,,2025/12/01,to-read,to-read (#5279),to-read,,,,0,0
228808040,By Your Side,Kasie West,"West, Kasie",,"=""0063471493""","=""9780063471498""",0,3.86,HarperCollins,Paperback,352,2025,2017,,2025/12/01,to-read,to-read (#5278),to-read,,,,0,0
188201,Comfort & Joy,Kristin Hannah,"Hannah, Kristin",,"=""0345483790""","=""9780345483799""",2,3.57,Ballantine Books,Mass Market Paperback,272,2006,2005,2025/11/30,2025/11/29,,,read,"Kristin Hannah, what is this? I know it's one of her earlier books, but still. It's pretty much a Hallmark Christmas movie in a book--and it makes her seem religious (which is fine, just the names of characters and cities and how things wrap up...it's a lot)",,,1,0
228646238,The Sacred Space Between,Kalie Reid,"Reid, Kalie",,"=""0316596132""","=""9780316596138""",0,4.00,"Little, Brown and Company",Paperback,432,2025,2025,,2025/11/29,to-read,to-read (#5277),to-read,,,,0,0
216594948,A First Time for Everything (Deluxe Edition),K.L. Walther,"Walther, K.L.",,"=""172826314X""","=""9781728263144""",4,3.83,Sourcebooks Fire,Paperback,416,2025,2025,,2025/11/28,,,read,,,,3,0
40494228,"The Matrimonial Advertisement (Parish Orphans of Devon, #1)",Mimi Matthews,"Matthews, Mimi",,"=""0999036440""","=""9780999036440""",0,4.05,Perfectly Proper Press,Kindle Edition,348,2018,2018,,2025/11/28,to-read,to-read (#5276),to-read,,,,0,0
62342354,"Rules for Ruin (The Crinoline Academy, #1)",Mimi Matthews,"Matthews, Mimi",,"=""0593639294""","=""9780593639290""",0,4.04,Berkley,Paperback,400,2025,2025,,2025/11/28,to-read,to-read (#5275),to-read,,,,0,0
215362651,Dream State,Eric Puchner,"Puchner, Eric",,"=""0385550669""","=""9780385550666""",4,3.60,Doubleday,Hardcover,448,2025,2025,,2025/11/25,,,read,"Very good. Thoughtful, some plot twists, some humor at times despite sadness too. Some of the time jumps confused me. ",,,2,0
231442699,"The Once and Future Queen (The Lives of Guinevere, #1)",Paula Lafferty,"Lafferty, Paula",,"=""1645662896""","=""9781645662891""",0,4.42,Erewhon Books,Hardcover,512,2025,2024,,2025/11/28,to-read,to-read (#5274),to-read,,,,0,0
223319316,Every Day I Read: 53 Ways to Get Closer to Books,Hwang Bo-Reum,"Bo-Reum, Hwang",Shanna Tan,"=""1639737790""","=""9781639737796""",0,4.19,Bloomsbury Publishing,Hardcover,240,2025,2021,,2025/11/26,to-read,to-read (#5273),to-read,,,,0,0
224004229,"The Rebel and the Rose (The City of Fantome, #2)",Catherine Doyle,"Doyle, Catherine",,"=""1665955147""","=""9781665955140""",0,4.18,Margaret K. McElderry Books,Hardcover,528,2025,2025,,2025/11/26,to-read,to-read (#5272),to-read,,,,0,0
231439951,The Once and Future Queen (The Lives of Guinevere),Paula Lafferty,"Lafferty, Paula",,"=""1645662926""","=""9781645662921""",0,4.42,Erewhon Books,Kindle Edition,571,2025,2024,,2025/11/26,to-read,to-read (#5271),to-read,,,,0,0
223421690,The Library of Fates,Margot Harrison,"Harrison, Margot",,"=""1525804316""","=""9781525804311""",0,4.03,Graydon House,Hardcover,320,2025,2025,,2025/11/26,to-read,to-read (#5270),to-read,,,,0,0
216647797,Dawn of the Firebird,Sarah Mughal Rana,"Rana, Sarah Mughal",,"=""0778387666""","=""9780778387664""",0,3.64,Hanover Square Press,Hardcover,480,2025,2025,,2025/11/26,to-read,to-read (#5269),to-read,,,,0,0
216269032,Dawn of the Firebird,Sarah Mughal Rana,"Rana, Sarah Mughal",,"=""1443474797""","=""9781443474795""",0,3.64,HarperCollins Publishers,Hardcover,480,2025,2025,,2025/11/26,to-read,to-read (#5268),to-read,,,,0,0
231108669,"In Your Dreams (When in Rome, #4)",Sarah       Adams,"Adams, Sarah",,"=""0593723716""","=""9780593723715""",0,4.35,Dell,Paperback,368,2025,2025,,2025/11/26,to-read,to-read (#5267),to-read,,,,0,0
231108680,"In Your Dreams (When in Rome, #4)",Sarah       Adams,"Adams, Sarah",,"=""""","=""9798217094134""",0,4.35,Delacorte Press,Hardcover,368,2025,2025,,2025/11/26,to-read,to-read (#5266),to-read,,,,0,0
199743719,Daughter of Genoa,Kat Devereaux,"Devereaux, Kat",,"=""0063389983""","=""9780063389984""",0,3.96,Harper Perennial,Paperback,272,2025,,,2025/11/26,to-read,to-read (#5265),to-read,,,,0,0
228665915,Everybody Wants to Rule the World,Ace Atkins,"Atkins, Ace",,"=""0063293447""","=""9780063293441""",0,4.00,William Morrow,Hardcover,368,2025,,,2025/11/26,to-read,to-read (#5264),to-read,,,,0,0
223957541,Canticle,Janet Rich Edwards,"Edwards, Janet Rich",,"=""1966302053""","=""9781966302056""",0,4.22,Spiegel & Grau,Hardcover,368,2025,2025,,2025/11/26,to-read,to-read (#5263),to-read,,,,0,0
228665919,Television,Lauren Rothery,"Rothery, Lauren",,"=""0063443325""","=""9780063443327""",0,3.61,Ecco,Hardcover,256,2025,2025,,2025/11/26,to-read,to-read (#5262),to-read,,,,0,0
231109687,The Book of Luke,Lovell Holder,"Holder, Lovell",,"=""1538770156""","=""9781538770153""",0,4.38,Grand Central Publishing,Hardcover,400,2025,2025,,2025/11/26,to-read,to-read (#5261),to-read,,,,0,0
222376558,Before I Forget,Tory Henwood Hoen,"Hoen, Tory Henwood",,"=""1250276799""","=""9781250276797""",0,4.40,St. Martin's Press,Hardcover,288,2025,2025,,2025/11/26,to-read,to-read (#5260),to-read,,,,0,0
216437557,"Say You'll Remember Me (Say You'll Remember Me, #1)",Abby Jimenez,"Jimenez, Abby",,"=""0349442827""","=""9780349442822""",4,4.02,Piatkus,Kindle Edition,416,2025,2025,2025/11/25,2025/11/22,,,read,,,,1,0
211400118,Throne of the Fallen (Prince of Sin),Kerri Maniscalco,"Maniscalco, Kerri",,"=""0316581488""","=""9780316581486""",0,3.97,Back Bay Books,Paperback,592,2024,2023,,2025/11/25,to-read,to-read (#5259),to-read,,,,0,0
202547916,"Half-Blood (Covenant, #1)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""1464220662""","=""9781464220661""",0,4.08,Bloom Books,Paperback,448,2024,,,2024/05/05,to-read,to-read (#4602),to-read,,,,0,0
231126811,Best Offer Wins,Marisa Kashino,"Kashino, Marisa",,"=""1250400546""","=""9781250400543""",0,4.04,Celadon Books,Hardcover,288,2025,2025,,2025/11/24,to-read,to-read (#5258),to-read,,,,0,0
534758,How to Get Ideas,Jack Foster,"Foster, Jack",Larry Corby,"=""1576754308""","=""9781576754306""",0,3.96,Berrett-Koehler Publishers,Paperback,232,2007,1996,,2025/11/22,to-read,to-read (#5257),to-read,,,,0,0
24875387,"Along the Infinite Sea (Schuyler Sisters, #3)",Beatriz Williams,"Williams, Beatriz",,"=""0399171312""","=""9780399171314""",4,4.21,G.P. Putnam's Sons,Hardcover,464,2015,2015,2025/11/22,2025/11/18,,,read,,,,1,0
7009485,1938: Hitler's Gamble,Giles MacDonogh,"MacDonogh, Giles",,"=""0465009549""","=""9780465009541""",0,3.55,Basic Books,Hardcover,352,2009,2009,,2025/11/22,to-read,to-read (#5256),to-read,,,,0,0
228731950,The Bodyguard Affair,Amy  Lea,"Lea, Amy",,"=""0593641795""","=""9780593641798""",0,4.08,Berkley,Kindle Edition,430,2025,2025,,2025/11/21,to-read,to-read (#5255),to-read,,,,0,0
224004543,The Intentions of Thunder: New and Selected Poems,Patricia      Smith,"Smith, Patricia",,"=""1668055724""","=""9781668055724""",0,4.49,Scribner,Hardcover,352,2025,,,2025/11/20,to-read,to-read (#5254),to-read,,,,0,0
213870084,"One Day, Everyone Will Have Always Been Against This",Omar El Akkad,"Akkad, Omar El",,"=""0593804147""","=""9780593804148""",0,4.63,Knopf,Hardcover,208,2025,2025,,2025/11/20,to-read,to-read (#5253),to-read,,,,0,0
204743942,"Love, Sex & Frankenstein",Caroline Lea,"Lea, Caroline",,"=""1405949015""","=""9781405949019""",0,4.02,Penguin,Kindle Edition,385,2025,,,2025/11/20,to-read,to-read (#5252),to-read,,,,0,0
235834617,The Otherwhere Post,Emily J. Taylor,"Taylor, Emily J.",,"=""0593404564""","=""9780593404560""",0,3.97,G.P. Putnam's Sons Books for Young Readers,Paperback,416,2025,2025,,2025/11/20,to-read,to-read (#5251),to-read,,,,0,0
58867862,"Our Last Days in Barcelona (The Perez Family, #5)",Chanel Cleeton,"Cleeton, Chanel",,"=""0593197828""","=""9780593197820""",0,4.12,Penguin Publishing Group,Paperback,321,2022,2022,,2025/11/18,to-read,to-read (#5250),to-read,,,,0,0
227912363,Next Time Will Be Our Turn,Jesse Q. Sutanto,"Sutanto, Jesse Q.",,"=""0593816870""","=""9780593816875""",0,4.09,Berkley,Paperback,352,2025,2025,,2025/11/18,to-read,to-read (#5249),to-read,,,,0,0
226743718,The Secret Astronomers,Jessica Walker,"Walker, Jessica",,"=""0593692675""","=""9780593692677""",0,4.04,Viking Books for Young Readers,Hardcover,304,2025,2025,,2025/11/18,to-read,to-read (#5248),to-read,,,,0,0
230272137,"The Strength of the Few (Hierarchy, #2)",James  Islington,"Islington, James",,"=""""","=""""",0,4.47,S&S/Saga Press,Hardcover,725,2025,2025,,2025/11/18,to-read,to-read (#5247),to-read,,,,0,0
216052751,The Book Club for Troublesome Women,Marie Bostwick,"Bostwick, Marie",,"=""1400344743""","=""9781400344741""",0,4.11,Harper Muse,Paperback,372,2025,2025,,2025/11/18,to-read,to-read (#5246),to-read,,,,0,0
218171641,That Last Carolina Summer,Karen   White,"White, Karen",,"=""0778310698""","=""9780778310693""",0,4.15,Park Row,Hardcover,352,2025,,,2025/11/18,to-read,to-read (#5245),to-read,,,,0,0
220160204,The Stolen Life of Colette Marceau,Kristin Harmel,"Harmel, Kristin",,"=""1982191732""","=""9781982191733""",0,4.30,Gallery Books,Hardcover,384,2025,2025,,2025/11/18,to-read,to-read (#5244),to-read,,,,0,0
212294464,Wedding Dashers,Heather McBreen,"McBreen, Heather",,"=""0593817621""","=""9780593817629""",4,3.86,Berkley,Paperback,400,2025,2025,,2025/11/16,,,read,,,,2,0
198563641,Back After This,Linda  Holmes,"Holmes, Linda",,"=""059359925X""","=""9780593599259""",4,3.72,Ballantine Books,Hardcover,320,2025,2025,2025/11/15,2025/10/17,,,read,,,,1,0
236809177,We Would Never Tell: A Novel,Anne-Sophie Jouhanneau,"Jouhanneau, Anne-Sophie",,"=""1464229430""","=""9781464229435""",0,3.33,Sourcebooks Landmark,Paperback,448,2026,,,2025/11/15,to-read,to-read (#5243),to-read,,,,0,0
59903149,Strong Female Character,Fern  Brady,"Brady, Fern",,"=""1914240448""","=""9781914240447""",0,4.41,Brazen,Hardcover,288,2023,2023,,2025/11/15,to-read,to-read (#5242),to-read,,,,0,0
224004489,By Invitation Only,Alexandra Brown Chang,"Chang, Alexandra Brown",,"=""1665972432""","=""9781665972437""",0,3.66,Margaret K. McElderry Books,Hardcover,368,2025,,,2025/11/11,to-read,to-read (#5241),to-read,,,,0,0
220161477,On Her Game: Caitlin Clark and the Revolution in Women's Sports,Christine Brennan,"Brennan, Christine",,"=""1668090198""","=""9781668090190""",0,4.04,Scribner,Hardcover,272,2025,,,2025/11/10,currently-reading,currently-reading (#2),currently-reading,,,,2,0
221754302,The Lost Baker of Vienna,Sharon  Kurtzman,"Kurtzman, Sharon",,"=""0593830865""","=""9780593830864""",0,4.39,Pamela Dorman Books,Hardcover,432,2025,2025,,2025/11/10,to-read,to-read (#5240),to-read,,,,0,0
218674082,The Amalfi Curse,Sarah Penner,"Penner, Sarah",,"=""0778308006""","=""9780778308003""",5,3.84,Park Row,Hardcover,336,2025,2025,2025/11/10,2025/09/24,,,read,"I devoured this in 1 sitting! I haven't enjoyed a book like that in a while.<br/><br/>It's part-romance, part-family, part-magical realism, part-history, part-National Treasure. There's 3 point of views and you eventually see how they overlap. ",,,1,0
154488299,"The Kamogawa Food Detectives (Kamogawa Food Detectives, #1)",Hisashi Kashiwai,"Kashiwai, Hisashi",Jesse Kirkwood,"=""0593717716""","=""9780593717714""",4,3.66,G.P. Putnam's Sons,Hardcover,201,2024,2013,2025/11/09,2024/05/01,,,read,,,,1,0
222376570,Cinder House,Freya Marske,"Marske, Freya",,"=""125034171X""","=""9781250341716""",4,3.90,Tordotcom,Hardcover,144,2025,2025,2025/11/09,2025/11/09,,,read,,,,1,0
217388255,"Kuleana: A Story of Family, Land, and Legacy in Old Hawai'i",Sara Kehaulani Goo,"Goo, Sara Kehaulani",,"=""125033344X""","=""9781250333445""",3,4.04,Flatiron Books,Hardcover,368,2025,2025,2025/11/09,2025/06/20,,,read,,,,1,0
228343681,And Then There Was You,Sophie Cousens,"Cousens, Sophie",,"=""0593718933""","=""9780593718933""",0,3.47,G.P. Putnam's Sons,Kindle Edition,352,2025,2025,,2025/11/05,to-read,to-read (#5239),to-read,,,,0,0
233242544,The Book Woman of Troublesome Creek (The Book Woman of Troublesome Creek #1),Kim Michele Richardson,"Richardson, Kim Michele",,"=""1464246521""","=""9781464246524""",0,4.22,Sourcebooks Landmark,Paperback,336,2025,2019,,2025/11/05,to-read,to-read (#5239),to-read,,,,0,0
221251828,Buckeye,Patrick Ryan,"Ryan, Patrick",,"=""0593595033""","=""9780593595039""",0,4.24,Random House,Hardcover,464,2025,2025,,2025/11/04,to-read,to-read (#5238),to-read,,,,0,0
220377470,Disney Adults: Exploring (And Falling In Love With) A Magical Subculture,AJ Wolfe,"Wolfe, AJ",,"=""1668069210""","=""9781668069219""",0,3.66,Gallery Books,Hardcover,272,2025,,,2025/11/03,to-read,to-read (#5237),to-read,,,,0,0
218615956,All the Men I've Loved Again,Christine Pride,"Pride, Christine",,"=""1668049538""","=""9781668049532""",3,3.34,Atria Books,Hardcover,320,2025,2025,,2025/10/29,,,read,,,,2,0
193540071,The Lady He Lost (The Lucky Ladies of London #1),Faye Delacour,"Delacour, Faye",,"=""1728290643""","=""9781728290645""",0,3.45,Sourcebooks Casablanca,Kindle Edition,335,2024,2024,,2025/11/02,to-read,to-read (#5236),to-read,,,,0,0
40640862,American Princess,Stephanie Marie Thornton,"Thornton, Stephanie Marie",,"=""0451490908""","=""9780451490902""",0,4.08,Berkley,Paperback,448,2019,2019,,2025/10/31,to-read,to-read (#5235),to-read,,,,0,0
181109978,Chlorine,Jade Song,"Song, Jade",,"=""0063257610""","=""9780063257610""",0,3.65,William Morrow Paperbacks,Paperback,256,2024,2023,,2025/10/30,to-read,to-read (#5234),to-read,,,,0,0
56988057,The Listeners,Maggie Stiefvater,"Stiefvater, Maggie",,"=""0593655508""","=""9780593655504""",3,3.74,Viking,Hardcover,382,2025,2025,2025/10/29,2025/10/14,,,read,,,,1,0
236848724,"The Book of Azrael (Gods and Monsters, #1)",Amber V. Nicole,"Nicole, Amber V.",,"=""1496758048""","=""9781496758040""",0,4.12,Kensington,Hardcover,608,2025,2022,,2025/10/28,to-read,to-read (#5233),to-read,,,,0,0
242884238,Sensing Selma: Romantic Comedy: Jane Austen Association #5,Kailin Gow,"Gow, Kailin",Kira G.,"=""""","=""9798270171162""",0,5.00,Independently published,Paperback,321,2025,,,2025/10/28,to-read,to-read (#5232),to-read,,,,0,0
222376489,Isn't It Obvious?,Rachel Runya Katz,"Katz, Rachel Runya",,"=""1250369975""","=""9781250369970""",0,4.06,St. Martin's Griffin,Paperback,320,2025,2025,,2025/10/23,to-read,to-read (#5231),to-read,,,,0,0
5826,Bel Canto,Ann Patchett,"Patchett, Ann",,"=""""","=""""",0,3.94,Harper Perennial,Paperback,318,2023,2001,,2025/10/23,to-read,to-read (#5230),to-read,,,,0,0
54141173,Nice Werewolves Don't Bite Vampires (Half-Moon Hollow #8),Molly Harper,"Harper, Molly",,"=""1641971568""","=""9781641971560""",0,4.16,NYLA,Kindle Edition,240,2020,2020,,2025/10/23,to-read,to-read (#5229),to-read,,,,0,0
214537679,Fan Service,Rosie Danan,"Danan, Rosie",,"=""0593437179""","=""9780593437179""",0,3.79,Berkley,Kindle Edition,352,2025,2025,,2024/06/21,,,read,,,,1,0
53566150,"Don't Hex and Drive (Stay a Spell, #2)",Juliette Cross,"Cross, Juliette",,"=""""","=""""",0,4.06,,Kindle Edition,350,2020,2020,,2025/10/23,to-read,to-read (#5228),to-read,,,,0,0
167817115,"How to Fake-Date a Vampire (Charming Cove, #2)",Linsey Hall,"Hall, Linsey",,"=""1648820328""","=""9781648820328""",0,3.92,Bonnie Doon Press,Kindle Edition,302,2023,2023,,2025/10/23,to-read,to-read (#5227),to-read,,,,0,0
223649382,My Big Fat Vampire Wedding,Jessica Gadziala,"Gadziala, Jessica",,"=""0008762295""","=""9780008762292""",0,3.76,Avon,Kindle Edition,379,2025,2025,,2025/10/23,to-read,to-read (#5226),to-read,,,,0,0
58312035,"The Prison Healer (The Prison Healer, #1)",Lynette Noni,"Noni, Lynette",,"=""035866943X""","=""9780358669432""",0,4.17,Clarion Books,Paperback,432,2022,2021,,2025/10/21,to-read,to-read (#5225),to-read,,,,0,0
224004688,Daydream (The Maple Hills #3),Hannah  Grace,"Grace, Hannah",,"=""1668091976""","=""9781668091975""",0,3.91,Atria Books,Hardcover,464,2025,2024,,2025/10/21,to-read,to-read (#5224),to-read,,,,0,0
230107076,My Goalkeeper: A Love Story,Alina Clare,"Clare, Alina",,"=""""","=""9798218623012""",0,4.37,Azure Blue Media,Paperback,379,2025,,,2025/10/21,to-read,to-read (#5223),to-read,,,,0,0
237242983,"Merry Little Kissmas (Evergreen Falls, #2)",Lauren Blakely,"Blakely, Lauren",,"=""1964048400""","=""9781964048406""",0,4.03,Lauren Blakely Books,Paperback,538,2025,2025,,2025/10/21,to-read,to-read (#5222),to-read,,,,0,0
239134731,Mariana: part 1 (Dark Veil Series),A. Unda-Tames,"Unda-Tames, A.",,"=""""","=""9798862908404""",0,4.29,Independently published,Paperback,325,2025,,,2025/10/21,to-read,to-read (#5221),to-read,,,,0,0
242209045,For the Love of Glitter: A Grey Shima Adventure,Sarah Branson,"Branson, Sarah",,"=""1957774215""","=""9781957774213""",0,5.00,Sooner Started Press,Kindle Edition,276,2025,,,2025/10/21,to-read,to-read (#5220),to-read,,,,0,0
241987987,A Sugar Maple Falls Thanksgiving (Sugar Maple Falls #1),Donna Kozik,"Kozik, Donna",,"=""""","=""""",0,3.49,Ask & It Is Written Publishing House,Kindle Edition,194,2025,,,2025/10/21,to-read,to-read (#5219),to-read,,,,0,0
241157809,The Recognition: Silencing the Secret Companion of Self-Loathing,Paula Masters,"Masters, Paula",,"=""""","=""""",0,4.00,Farmhouse Press,Kindle Edition,108,2025,,,2025/10/21,to-read,to-read (#5218),to-read,,,,0,0
241076331,The House of Shattered Memories: Jasper Lake Book 1,Maeve Garner,"Garner, Maeve",,"=""""","=""""",0,4.06,,Kindle Edition,282,2025,,,2025/10/21,to-read,to-read (#5217),to-read,,,,0,0
236115752,Thirst Trap,Gráinne O'Hare,"O'Hare, Gráinne",,"=""""","=""9798217088997""",0,3.72,Crown,Hardcover,288,2025,2025,,2025/10/17,to-read,to-read (#5216),to-read,,,,0,0
225449315,Pickle Perfect,Ilana Long,"Long, Ilana",,"=""0593642260""","=""9780593642269""",0,3.21,Berkley,Kindle Edition,359,2025,,,2025/10/17,to-read,to-read (#5215),to-read,,,,0,0
222023346,"Merry Christmas, You Filthy Animal",Meghan Quinn,"Quinn, Meghan",,"=""1464246920""","=""9781464246920""",0,4.08,Bloom Books,Paperback,464,2025,2025,,2025/10/14,to-read,to-read (#5214),to-read,,,,0,0
62212,In the Company of the Courtesan,Sarah Dunant,"Dunant, Sarah",,"=""0812974042""","=""9780812974041""",0,3.80,Random House Publishing Group,Paperback,368,2007,2006,,2025/10/14,to-read,to-read (#5213),to-read,,,,0,0
32324273,The Stars Are Fire,Anita Shreve,"Shreve, Anita",,"=""""","=""""",0,3.88,Random House ,ebook,256,2017,2017,,2025/10/14,to-read,to-read (#5212),to-read,,,,0,0
112975658,The Frozen River,Ariel Lawhon,"Lawhon, Ariel",,"=""0385546874""","=""9780385546874""",0,4.38,Doubleday,Hardcover,448,2023,2023,,2025/10/14,to-read,to-read (#5211),to-read,,,,0,0
62560783,Do Tell,Lindsay Lynch,"Lynch, Lindsay",,"=""0385549377""","=""9780385549370""",0,3.20,Doubleday,Hardcover,352,2023,2023,,2025/10/14,to-read,to-read (#5210),to-read,,,,0,0
43575115,The Starless Sea,Erin Morgenstern,"Morgenstern, Erin",,"=""038554121X""","=""9780385541213""",0,3.84,Doubleday,Hardcover,498,2019,2019,,2025/10/14,to-read,to-read (#5209),to-read,,,,0,0
221188099,Thirst Trap,Gráinne O'Hare,"O'Hare, Gráinne",,"=""1035046229""","=""9781035046225""",0,3.72,Picador,Kindle Edition,288,2025,2025,,2025/10/14,to-read,to-read (#5208),to-read,,,,0,0
222490389,Alchemised,SenLinYu,"SenLinYu, SenLinYu",,"=""0593972708""","=""9780593972700""",0,4.47,Del Rey,Hardcover,1030,2025,2025,,2025/10/14,to-read,to-read (#5207),to-read,,,,0,0
228143091,"I, Medusa",Ayana Gray,"Gray, Ayana",,"=""0593733762""","=""9780593733769""",0,4.15,Random House,Hardcover,336,2025,2025,,2025/10/14,to-read,to-read (#5206),to-read,,,,0,0
227429747,Cursed Daughters,Oyinkan Braithwaite,"Braithwaite, Oyinkan",,"=""0385551479""","=""9780385551472""",0,4.07,Doubleday,Hardcover,384,2025,2025,,2025/10/14,to-read,to-read (#5205),to-read,,,,0,0
226747123,Like Family,Erin O. White,"White, Erin O.",,"=""0593978552""","=""9780593978559""",0,3.70,The Dial Press,Hardcover,320,2025,2025,,2025/10/14,to-read,to-read (#5204),to-read,,,,0,0
223362037,The Hong Kong Widow,Kristen  Loesch,"Loesch, Kristen",,"=""0593548019""","=""9780593548011""",0,3.85,Berkley,Hardcover,368,2025,2025,,2025/10/14,to-read,to-read (#5203),to-read,,,,0,0
223120401,The Librarians,Sherry Thomas,"Thomas, Sherry",,"=""0593640454""","=""9780593640456""",0,3.48,Berkley,Hardcover,354,2025,2025,,2025/10/14,to-read,to-read (#5202),to-read,,,,0,0
214537792,The Secret of Orange Blossom Cake,Rachel Linden,"Linden, Rachel",,"=""0593816633""","=""9780593816639""",0,4.07,Berkley,Paperback,384,2025,,,2025/10/14,to-read,to-read (#5201),to-read,,,,0,0
222033791,We Loved to Run,Stephanie Reents,"Reents, Stephanie",,"=""0593448065""","=""9780593448069""",0,3.70,Hogarth,Hardcover,336,2025,2025,,2025/10/13,to-read,to-read (#5200),to-read,,,,0,0
217223453,Murder Takes a Vacation,Laura Lippman,"Lippman, Laura",,"=""0062998102""","=""9780062998101""",3,3.54,William Morrow,Hardcover,272,2025,2025,2025/10/12,2025/10/11,,,read,,,,1,0
203608494,Sunshine and Spice,Aurora Palit,"Palit, Aurora",,"=""0593640187""","=""9780593640180""",0,3.71,Berkley,Paperback,336,2024,2024,,2025/10/11,to-read,to-read (#5199),to-read,,,,0,0
38882569,Park Avenue Summer,Renée Rosen,"Rosen, Renée",,"=""1101991143""","=""9781101991145""",0,3.96,Berkley,Paperback,343,2019,2019,,2025/10/11,to-read,to-read (#5198),to-read,,,,0,0
53481714,Send for Me,Lauren      Fox,"Fox, Lauren",,"=""""","=""""",0,3.42,Knopf Publishing Group,Hardcover,272,2021,2021,,2025/10/11,to-read,to-read (#5197),to-read,,,,0,0
61386676,Loyalty,Lisa Scottoline,"Scottoline, Lisa",,"=""0525539808""","=""9780525539803""",0,3.77,G.P. Putnam's Sons,Hardcover,417,2023,2023,,2025/10/11,to-read,to-read (#5196),to-read,,,,0,0
230809549,Local Heavens,K.M. Fajardo,"Fajardo, K.M.",,"=""1964721547""","=""9781964721545""",0,4.11,Bindery Books,Kindle Edition,455,2025,2025,,2025/10/11,to-read,to-read (#5195),to-read,,,,0,0
201577676,"The Phoenix King (The Ravence Trilogy, #1)",Aparna Verma,"Verma, Aparna",,"=""0356522024""","=""9780356522029""",0,3.67,Orbit,Paperback,512,2023,2023,,2025/10/11,to-read,to-read (#5194),to-read,,,,0,0
222376494,Pride and Pleasure: The Schuyler Sisters in an Age of Revolution,Amanda Vaill,"Vaill, Amanda",,"=""0374254370""","=""9780374254377""",0,4.27,"Farrar, Straus and Giroux",Hardcover,720,2025,2025,,2025/10/11,to-read,to-read (#5193),to-read,,,,0,0
22857608,Pride and Pleasure,Sylvia Day,"Day, Sylvia",,"=""0758290659""","=""9780758290656""",0,3.74,Kensington Books,Kindle Edition,305,2014,2011,,2025/10/11,to-read,to-read (#5192),to-read,,,,0,0
220239067,Bring the House Down,Charlotte Runcie,"Runcie, Charlotte",,"=""038555107X""","=""9780385551076""",4,3.59,Doubleday,Hardcover,304,2025,2025,2025/10/11,2025/09/25,,,read,,,,1,0
75513900,"Powerless (The Powerless Trilogy, #1)",Lauren  Roberts,"Roberts, Lauren",,"=""""","=""""",0,4.16,,Kindle Edition,526,2023,2023,,2025/10/09,to-read,to-read (#5191),to-read,,,,0,0
71730,Nonviolent Communication: A Language of Life,Marshall B. Rosenberg,"Rosenberg, Marshall B.",Arun Gandhi,"=""1892005034""","=""9781892005038""",0,4.33,Puddledancer Press,Paperback,220,2003,1999,,2025/10/07,to-read,to-read (#5190),to-read,,,,0,0
219578799,"Bonds of Hercules (Villains of Lore, #2)",Jasmine Mas,"Mas, Jasmine",,"=""1335146989""","=""9781335146984""",0,4.12,Canary Street Press,Hardcover,544,2025,2025,,2025/10/02,to-read,to-read (#5189),to-read,,,,0,0
224004739,This Is How You Lose the Time War (Deluxe Edition),Amal El-Mohtar,"El-Mohtar, Amal",Max Gladstone,"=""1668204169""","=""9781668204160""",0,3.85,S&S/Saga Press,Hardcover,208,2025,2019,,2025/10/01,to-read,to-read (#5188),to-read,,,,0,0
